0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+00
1.000000000000000048e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+00 6.000000000000000000e+00
2.000000000000000096e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.163336342344337027e-17 1.499999999999999556e+00 1.500000000000000000e+00 0.000000000000000000e+00 5.999999999999999112e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 -4.163336342344337027e-17 1.499999999999999556e+00 5.999999999999999112e+00
3.000000000000000279e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+00 1.500000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+00 6.000000000000000000e+00
4.000000000000000192e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.326672684688674053e-17 1.500000000000000444e+00 1.499999999999999556e+00 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 -8.326672684688674053e-17 1.500000000000000444e+00 6.000000000000000000e+00
5.000000000000000104e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.249000902703301108e-16 1.500000000000000000e+00 1.499999999999999778e+00 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.249000902703301108e-16 1.500000000000000000e+00 6.000000000000000000e+00
6.000000000000000559e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.326672684688674053e-17 1.500000000000000000e+00 1.500000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 8.326672684688674053e-17 1.500000000000000000e+00 6.000000000000000000e+00
7.000000000000001013e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.249000902703301108e-16 1.500000000000000000e+00 1.499999999999999556e+00 0.000000000000000000e+00 5.999999999999999112e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 -1.249000902703301108e-16 1.500000000000000000e+00 5.999999999999999112e+00
8.000000000000001468e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.665334536937734811e-16 1.499999999999999556e+00 1.500000000000000000e+00 0.000000000000000000e+00 5.999999999999999112e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.665334536937734811e-16 1.499999999999999556e+00 5.999999999999999112e+00
9.000000000000001922e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.249000902703301108e-16 1.499999999999999556e+00 1.500000000000000000e+00 0.000000000000000000e+00 5.999999999999999112e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 -1.249000902703301108e-16 1.499999999999999556e+00 5.999999999999999112e+00
