#num. of faces	 numeric vol.	 analitic vol	 relative error
1.000000000000000000e+01 8.601318373134660078e+00 7.853981633974482790e+00 9.515386895321652716e+00
2.000000000000000000e+01 8.385548874855283330e+00 7.853981633974482790e+00 6.768124317751970764e+00
3.000000000000000000e+01 8.317270675067620189e+00 7.853981633974482790e+00 5.898779277622163697e+00
4.000000000000000000e+01 8.308524463283692540e+00 7.853981633974482790e+00 5.787419050522910169e+00
5.000000000000000000e+01 8.295421071507259825e+00 7.853981633974482790e+00 5.620581484723793153e+00
6.000000000000000000e+01 8.294426664623705037e+00 7.853981633974482790e+00 5.607920303046805444e+00
7.000000000000000000e+01 8.289423146591591518e+00 7.853981633974482790e+00 5.544213532833981439e+00
8.000000000000000000e+01 8.289504546244490513e+00 7.853981633974482790e+00 5.545249945403968539e+00
9.000000000000000000e+01 8.286957597112234453e+00 7.853981633974482790e+00 5.512821181867795239e+00
1.000000000000000000e+02 8.287228429065082835e+00 7.853981633974482790e+00 5.516269521391238939e+00
1.100000000000000000e+02 8.285710146634517770e+00 7.853981633974482790e+00 5.496938149084519054e+00
1.200000000000000000e+02 8.285992581581716365e+00 7.853981633974482790e+00 5.500534222520403915e+00
1.300000000000000000e+02 8.284992862655990109e+00 7.853981633974482790e+00 5.487805405821855054e+00
1.400000000000000000e+02 8.285247595580830904e+00 7.853981633974482790e+00 5.491048766154388083e+00
1.500000000000000000e+02 8.284542902168883671e+00 7.853981633974482790e+00 5.482076330964332556e+00
1.600000000000000000e+02 8.284764147907074161e+00 7.853981633974482790e+00 5.484893319194015682e+00
1.700000000000000000e+02 8.284242216668046055e+00 7.853981633974482790e+00 5.478247884262383849e+00
1.800000000000000000e+02 8.284432732741626282e+00 7.853981633974482790e+00 5.480673610250283545e+00
1.900000000000000000e+02 8.284031396950409132e+00 7.853981633974482790e+00 5.475563644249330508e+00
2.000000000000000000e+02 8.284195690871612783e+00 7.853981633974482790e+00 5.477655499423692120e+00
