#num. of faces	 numeric vol.	 analitic vol	 relative error
1.000000000000000000e+03 1.574000000000000732e+00 1.570796326794896558e+00 2.039521706573539095e-01
2.000000000000000000e+03 1.583000000000000629e+00 1.570796326794896558e+00 7.769099657881705090e-01
3.000000000000000000e+03 1.554000000000000714e+00 1.570796326794896558e+00 1.069287374077809938e+00
4.000000000000000000e+03 1.570000000000000728e+00 1.570796326794896558e+00 5.069573828967887524e-02
5.000000000000000000e+03 1.552400000000000668e+00 1.570796326794896558e+00 1.171146537656625908e+00
6.000000000000000000e+03 1.573333333333333917e+00 1.570796326794896558e+00 1.615108524995056971e-01
7.000000000000000000e+03 1.564285714285715168e+00 1.570796326794896558e+00 4.144784653568583943e-01
8.000000000000000000e+03 1.571750000000000647e+00 1.570796326794896558e+00 6.071272187464266112e-02
9.000000000000000000e+03 1.571333333333333915e+00 1.570796326794896558e+00 3.418689802598928740e-02
1.000000000000000000e+04 1.570400000000000684e+00 1.570796326794896558e+00 2.523094739497842506e-02
1.100000000000000000e+04 1.576909090909091482e+00 1.570796326794896558e+00 3.891506498915492385e-01
1.200000000000000000e+04 1.582500000000000684e+00 1.570796326794896558e+00 7.450789771697949870e-01
1.300000000000000000e+04 1.572923076923077534e+00 1.570796326794896558e+00 1.353931182485297868e-01
1.400000000000000000e+04 1.578142857142857958e+00 1.570796326794896558e+00 4.676946477810715042e-01
1.500000000000000000e+04 1.576000000000000734e+00 1.570796326794896558e+00 3.312761251308702914e-01
1.600000000000000000e+04 1.567875000000000574e+00 1.570796326794896558e+00 1.859774399177997473e-01
1.700000000000000000e+04 1.576705882352941845e+00 1.570796326794896558e+00 3.762139914156366061e-01
1.800000000000000000e+04 1.559222222222222731e+00 1.570796326794896558e+00 7.368303818414194684e-01
1.900000000000000000e+04 1.573789473684211293e+00 1.570796326794896558e+00 1.905496491338280751e-01
2.000000000000000000e+04 1.568500000000000671e+00 1.570796326794896558e+00 1.461887041448196867e-01
2.100000000000000000e+04 1.572476190476191249e+00 1.570796326794896558e+00 1.069434434394393452e-01
2.200000000000000000e+04 1.573636363636364388e+00 1.570796326794896558e+00 1.808023607530794830e-01
2.300000000000000000e+04 1.586173913043478878e+00 1.570796326794896558e+00 9.789675457135325054e-01
2.400000000000000000e+04 1.576000000000000512e+00 1.570796326794896558e+00 3.312761251308561361e-01
2.500000000000000000e+04 1.578640000000000487e+00 1.570796326794896558e+00 4.993437450358960694e-01
2.600000000000000000e+04 1.566307692307692845e+00 1.570796326794896558e+00 2.857553465484903299e-01
2.700000000000000000e+04 1.570740740740741659e+00 1.570796326794896558e+00 3.538718114290394581e-03
2.800000000000000000e+04 1.566642857142857892e+00 1.570796326794896558e+00 2.644180904416512656e-01
2.900000000000000000e+04 1.569310344827586912e+00 1.570796326794896558e+00 9.460055017709978475e-02
3.000000000000000000e+04 1.573200000000000820e+00 1.570796326794896558e+00 1.530225888679530022e-01
3.100000000000000000e+04 1.573870967741936244e+00 1.570796326794896558e+00 1.957377219816449909e-01
3.200000000000000000e+04 1.571812500000000723e+00 1.570796326794896558e+00 6.469159545194491656e-02
3.300000000000000000e+04 1.574181818181818793e+00 1.570796326794896558e+00 2.155270756094840312e-01
3.400000000000000000e+04 1.568882352941177061e+00 1.570796326794896558e+00 1.218473599072408681e-01
3.500000000000000000e+04 1.576228571428571978e+00 1.570796326794896558e+00 3.458274342135461699e-01
3.600000000000000000e+04 1.579333333333333922e+00 1.570796326794896558e+00 5.434827159200548152e-01
3.700000000000000000e+04 1.574270270270271110e+00 1.570796326794896558e+00 2.211581104510792206e-01
3.800000000000000000e+04 1.567000000000000837e+00 1.570796326794896558e+00 2.416816699999463913e-01
3.900000000000000000e+04 1.564564102564103276e+00 1.570796326794896558e+00 3.967557171151344098e-01
4.000000000000000000e+04 1.573600000000000776e+00 1.570796326794896558e+00 1.784873797626534420e-01
4.100000000000000000e+04 1.570634146341464144e+00 1.570796326794896558e+00 1.032472833466148432e-02
4.200000000000000000e+04 1.574000000000000732e+00 1.570796326794896558e+00 2.039521706573539095e-01
4.300000000000000000e+04 1.578232558139535557e+00 1.570796326794896558e+00 4.734051905896752843e-01
4.400000000000000000e+04 1.567545454545455241e+00 1.570796326794896558e+00 2.069569551435418431e-01
4.500000000000000000e+04 1.566800000000000637e+00 1.570796326794896558e+00 2.544140654473107666e-01
4.600000000000000000e+04 1.571869565217391962e+00 1.570796326794896558e+00 6.832448002251662045e-02
4.700000000000000000e+04 1.565574468085106918e+00 1.570796326794896558e+00 3.324338503161952674e-01
4.800000000000000000e+04 1.577375000000000638e+00 1.570796326794896558e+00 4.188113438314066128e-01
4.900000000000000000e+04 1.568734693877551711e+00 1.570796326794896558e+00 1.312476278545589015e-01
5.000000000000000000e+04 1.569720000000000670e+00 1.570796326794896558e+00 6.852109191597484383e-02
